"species","tissueType","cellName","markerNames","markerEnsemblIDs","markerHgncIDs"
"human","Blood","CD1C-CD141- dendritic cell","ABCC3 ABHD3 ABI3 ACOT9 ADRBK1 AGTRAP AIF1 AK123771 AK124399 AK307192 AL137655 ALDH3B1 ALOX5 AMPD2 AP2A1 APOBEC3A APOL6 ARAP1 ARAP2 ARHGEF3 ARL4A ARRB1 ARRB2 ARRDC3 ASAH1 ATP1B3 BACH1 BCL2A1 BID BIN2 BLOC1S3 BLVRA C10ORF46 C10ORF54 C11ORF21 C15ORF39 C19ORF38 C20ORF112 C3AR1 C5AR1 C9ORF72 CABP4 CALML4 CAMK1 CAMKK2 CASP1 CASP4 CCM2 CCPG1 CD244 CD300A CD300E CD300LF CD52 CD68 CD79B CD97 CDC42EP3 CDH23 CDKN1C CFD CHST15 CKB CLEC12A CLEC4F CLEC7A CMTM7 CNIH4 CORO2A CPPED1 CSF1R CSGALNACT2 CSK CTSL1 CTSS CX3CR1 CXCL16 CYTIP DDX58 DDX60 DDX60L DENND3 DENND5A DKFZP451J181 DMXL2 DNAJB1 DNASE2 DOK2 DOK3 DPEP2 DRAP1 DUSP1 DUSP6 EHD1 EMR1 EMR2 ERICH1 EVL FAM110A FAM126A FAM26F FAM45B FAM46A FCAR FCGR2A FCGR2C FCGR3A FCGR3B FCN1 FGD3 FGD4 FGR FLNA FOXO1 FPR1 FTH1 FTL FYB GBP1 GBP2 GBP4 GBP5 GIMAP1 GIMAP2 GIMAP4 GIMAP7 GLUL GNG2 GNS GPBAR1 GPR155 GRAMD1A HCK HEG1 HK1 HK3 HLA-E HMOX1 HSBP1 HSPA7 ICAM2 ICAM4 IFI30 IFI6 IFIT2 IFIT3 IFITM1 IFITM2 IFITM3 IFNGR2 IL12RB1 IMPDH1 INSIG1 IRAK3 IRF1 ISG15 ITGAL ITGB1 ITM2B KDM1B KIAA0513 KLF11 KLF3 KSR1 L1TD1 LCP2 LGALS3 LILRA2 LILRA5 LILRA6 LILRB1 LILRB2 LIMS1 LOC100133161 LOC200772 LOC388312 LRP1 LRRC25 LST1 LTA4H LY6E LYN LYST MAFB MAGED2 MAP3K1 MARCKS MBD2 MCTP1 MEFV MPP1 MS4A4A MS4A7 MSN MT2A MTSS1 MXD3 MYO1G MYOF NAAA NADK NAMPT NAP1L1 NBEAL2 NCF2 NDUFB3 NEAT1 NECAP2 NEURL NFAM1 NFKBIZ NINJ1 NLRP1 NPL NR4A1 NUDT16 OAS1 P2RX1 P2RY13 PAG1 PDLIM5 PDP1 PECAM1 PELI1 PHTF2 PIEZO1 PIK3AP1 PIK3IP1 PILRA PITPNM1 PLEKHO2 PLIN2 PLXNC1 PNPLA6 POU2F2 PPM1F PRAM1 PSAP PSTPIP2 PTGER2 PTGER4 PTP4A3 PTPN13 PTPN6 PTPRC PYGL RAB10 RAB24 RAB37 RAB3D RALB RAP1B RAP1GAP2 RASGRP4 RELT RHOC RNF144B RNF149 RXRA S100A11 S100A4 SAMSN1 SASH1 SAT1 SCIMP SCPEP1 SDCBP SERPINA1 SGPL1 SH2D1B SH3BP2 SIDT2 SIGLEC10 SIRPB1 SIRPB2 SLA SLC11A1 SLC2A6 SLC31A2 SLC44A2 SLC7A7 SMAP2 SNX18 SOD2 SPN SSH2 STK10 STK38 STX11 STXBP2 SULT1A1 SVIL SWAP70 SYTL1 TAGLN TBC1D8 TBCD TBXAS1 TCF7L2 TCIRG1 TESC TIAM1 TIMP1 TKT TLE4 TLR2 TLR4 TMBIM1 TMC6 TMEM11 TMEM134 TMEM154 TMEM176B TMPO TMTC1 TNFRSF14 TNFRSF1B TNFSF10 TSC22D3 TSPAN14 TSPAN32 TTYH3 TUBA1A TXNIP TYMP TYROBP UBXN11 UNC13D UPP1 VAMP5 VASP VMP1 VPS53 WARS WDFY1 WDR11 WSB1 YPEL2 ZCCHC6 ZEB2 ZFAND5 ZNFX1","ENSG00000108846 ENSG00000158201 ENSG00000108798 ENSG00000123130 ENSG00000177674 ENSG00000235588 ENSG00000206428 ENSG00000234836 ENSG00000235985 ENSG00000237727 ENSG00000204472 ENSG00000006534 ENSG00000275565 ENSG00000012779 ENSG00000116337 ENSG00000196961 ENSG00000262156 ENSG00000128383 ENSG00000221963 ENSG00000186635 ENSG00000047365 ENSG00000163947 ENSG00000122644 ENSG00000137486 ENSG00000141480 ENSG00000113369 ENSG00000104763 ENSG00000069849 ENSG00000156273 ENSG00000140379 ENSG00000015475 ENSG00000110934 ENSG00000189114 ENSG00000106605 ENSG00000171860 ENSG00000197405 ENSG00000175544 ENSG00000129007 ENSG00000134072 ENSG00000110931 ENSG00000137752 ENSG00000196954 ENSG00000136280 ENSG00000260916 ENSG00000122223 ENSG00000167851 ENSG00000186407 ENSG00000186074 ENSG00000169442 ENSG00000129226 ENSG00000007312 ENSG00000123146 ENSG00000163171 ENSG00000107736 ENSG00000273707 ENSG00000129757 ENSG00000274619 ENSG00000197766 ENSG00000182022 ENSG00000166165 ENSG00000172322 ENSG00000152672 ENSG00000172243 ENSG00000153551 ENSG00000143771 ENSG00000106789 ENSG00000103381 ENSG00000182578 ENSG00000169826 ENSG00000103653 ENSG00000163131 ENSG00000168329 ENSG00000161921 ENSG00000115165 ENSG00000107201 ENSG00000137628 ENSG00000181381 ENSG00000105339 ENSG00000184014 ENSG00000104093 ENSG00000132002 ENSG00000105612 ENSG00000147443 ENSG00000146094 ENSG00000167261 ENSG00000175550 ENSG00000120129 ENSG00000139318 ENSG00000110047 ENSG00000127507 ENSG00000282665 ENSG00000104714 ENSG00000196405 ENSG00000125898 ENSG00000122591 ENSG00000276858 ENSG00000273738 ENSG00000276985 ENSG00000275970 ENSG00000275269 ENSG00000275136 ENSG00000278415 ENSG00000274580 ENSG00000275564 ENSG00000283953 ENSG00000284061 ENSG00000284004 ENSG00000284245 ENSG00000283750 ENSG00000186431 ENSG00000143226 ENSG00000244682 ENSG00000203747 ENSG00000162747 ENSG00000085265 ENSG00000127084 ENSG00000139132 ENSG00000000938 ENSG00000196924 ENSG00000150907 ENSG00000171051 ENSG00000167996 ENSG00000087086 ENSG00000117228 ENSG00000162645 ENSG00000162654 ENSG00000154451 ENSG00000213203 ENSG00000106560 ENSG00000133574 ENSG00000179144 ENSG00000135821 ENSG00000186469 ENSG00000135677 ENSG00000179921 ENSG00000163328 ENSG00000089351 ENSG00000101336 ENSG00000173706 ENSG00000156515 ENSG00000160883 ENSG00000206493 ENSG00000225201 ENSG00000236632 ENSG00000230254 ENSG00000229252 ENSG00000233904 ENSG00000204592 ENSG00000100292 ENSG00000230989 ENSG00000225217 ENSG00000108622 ENSG00000105371 ENSG00000216490 ENSG00000126709 ENSG00000119922 ENSG00000119917 ENSG00000185885 ENSG00000185201 ENSG00000142089 ENSG00000262795 ENSG00000159128 ENSG00000096996 ENSG00000106348 ENSG00000186480 ENSG00000090376 ENSG00000125347 ENSG00000187608 ENSG00000005844 ENSG00000150093 ENSG00000136156 ENSG00000165097 ENSG00000135709 ENSG00000172059 ENSG00000109787 ENSG00000141068 ENSG00000240563 ENSG00000043462 ENSG00000131981 ENSG00000278634 ENSG00000274000 ENSG00000275290 ENSG00000239998 ENSG00000278355 ENSG00000275404 ENSG00000274914 ENSG00000274113 ENSG00000187116 ENSG00000277177 ENSG00000275584 ENSG00000275539 ENSG00000274148 ENSG00000244482 ENSG00000276452 ENSG00000277807 ENSG00000274669 ENSG00000277134 ENSG00000104972 ENSG00000274513 ENSG00000277751 ENSG00000276146 ENSG00000275463 ENSG00000131042 ENSG00000169756 ENSG00000123384 ENSG00000175489 ENSG00000235915 ENSG00000230791 ENSG00000206433 ENSG00000231048 ENSG00000234514 ENSG00000223465 ENSG00000226182 ENSG00000204482 ENSG00000111144 ENSG00000278032 ENSG00000160932 ENSG00000254087 ENSG00000143669 ENSG00000204103 ENSG00000102316 ENSG00000095015 ENSG00000277443 ENSG00000134046 ENSG00000175471 ENSG00000103313 ENSG00000130830 ENSG00000110079 ENSG00000166927 ENSG00000147065 ENSG00000125148 ENSG00000170873 ENSG00000213347 ENSG00000136286 ENSG00000138119 ENSG00000138744 ENSG00000008130 ENSG00000105835 ENSG00000187109 ENSG00000160796 ENSG00000116701 ENSG00000119013 ENSG00000245532 ENSG00000157191 ENSG00000235568 ENSG00000144802 ENSG00000131669 ENSG00000091592 ENSG00000135838 ENSG00000123358 ENSG00000198585 ENSG00000089127 ENSG00000108405 ENSG00000181631 ENSG00000076641 ENSG00000163110 ENSG00000164951 ENSG00000261371 ENSG00000197329 ENSG00000006576 ENSG00000103335 ENSG00000155629 ENSG00000100100 ENSG00000085514 ENSG00000110697 ENSG00000241839 ENSG00000147872 ENSG00000136040 ENSG00000032444 ENSG00000028277 ENSG00000100034 ENSG00000133246 ENSG00000197746 ENSG00000152229 ENSG00000125384 ENSG00000171522 ENSG00000275575 ENSG00000184489 ENSG00000163629 ENSG00000111679 ENSG00000262418 ENSG00000081237 ENSG00000100504 ENSG00000084733 ENSG00000169228 ENSG00000172794 ENSG00000105514 ENSG00000144118 ENSG00000127314 ENSG00000132359 ENSG00000171777 ENSG00000054967 ENSG00000155366 ENSG00000137393 ENSG00000163162 ENSG00000186350 ENSG00000163191 ENSG00000196154 ENSG00000155307 ENSG00000111961 ENSG00000130066 ENSG00000161929 ENSG00000121064 ENSG00000137575 ENSG00000277377 ENSG00000197249 ENSG00000166224 ENSG00000198574 ENSG00000087266 ENSG00000149577 ENSG00000142512 ENSG00000101307 ENSG00000196209 ENSG00000089012 ENSG00000155926 ENSG00000018280 ENSG00000281165 ENSG00000160326 ENSG00000136867 ENSG00000129353 ENSG00000155465 ENSG00000084070 ENSG00000178996 ENSG00000291237 ENSG00000197471 ENSG00000141298 ENSG00000072786 ENSG00000112079 ENSG00000135604 ENSG00000076944 ENSG00000196502 ENSG00000197321 ENSG00000133789 ENSG00000142765 ENSG00000149591 ENSG00000204634 ENSG00000278759 ENSG00000141556 ENSG00000059377 ENSG00000148737 ENSG00000110719 ENSG00000088992 ENSG00000156299 ENSG00000102265 ENSG00000163931 ENSG00000106829 ENSG00000137462 ENSG00000136869 ENSG00000135926 ENSG00000141524 ENSG00000178307 ENSG00000172663 ENSG00000170006 ENSG00000106565 ENSG00000120802 ENSG00000133687 ENSG00000273936 ENSG00000157873 ENSG00000028137 ENSG00000121858 ENSG00000157514 ENSG00000108219 ENSG00000064201 ENSG00000136295 ENSG00000167552 ENSG00000265972 ENSG00000025708 ENSG00000011600 ENSG00000158062 ENSG00000092929 ENSG00000183696 ENSG00000168899 ENSG00000125753 ENSG00000062716 ENSG00000283883 ENSG00000141252 ENSG00000085449 ENSG00000120008 ENSG00000109046 ENSG00000175155 ENSG00000169554 ENSG00000107372 ENSG00000124201","HGNC:54 HGNC:18718 HGNC:29859 HGNC:17152 HGNC:13539 HGNC:352 HGNC:410 HGNC:435 HGNC:469 HGNC:561 HGNC:17343 HGNC:14870 HGNC:16925 HGNC:16924 HGNC:683 HGNC:695 HGNC:711 HGNC:712 HGNC:29263 HGNC:735 HGNC:806 HGNC:935 HGNC:991 HGNC:1050 HGNC:1053 HGNC:20914 HGNC:1062 HGNC:1319 HGNC:1338 HGNC:1386 HGNC:18445 HGNC:1459 HGNC:1470 HGNC:1499 HGNC:1505 HGNC:21708 HGNC:24227 HGNC:18171 HGNC:19319 HGNC:28874 HGNC:29883 HGNC:1804 HGNC:1693 HGNC:1699 HGNC:1711 HGNC:16943 HGNC:13733 HGNC:1786 HGNC:2771 HGNC:18137 HGNC:1991 HGNC:31713 HGNC:25357 HGNC:14558 HGNC:19178 HGNC:25013 HGNC:2255 HGNC:25632 HGNC:2433 HGNC:24292 HGNC:2444 HGNC:2545 HGNC:2558 HGNC:16642 HGNC:9506 HGNC:19102 HGNC:25942 HGNC:26429 HGNC:29134 HGNC:19344 HGNC:2938 HGNC:5270 HGNC:2960 HGNC:2991 HGNC:24583 HGNC:23028 HGNC:3019 HGNC:3064 HGNC:3072 HGNC:3242 HGNC:3337 HGNC:27234 HGNC:20234 HGNC:16188 HGNC:24587 HGNC:3608 HGNC:3616 HGNC:15626 HGNC:3619 HGNC:3620 HGNC:3623 HGNC:16027 HGNC:19125 HGNC:3697 HGNC:3754 HGNC:3819 HGNC:3826 HGNC:3976 HGNC:3999 HGNC:4182 HGNC:4183 HGNC:20480 HGNC:19895 HGNC:23237 HGNC:21789 HGNC:21872 HGNC:22404 HGNC:4341 HGNC:4404 HGNC:4422 HGNC:19680 HGNC:22951 HGNC:29305 HGNC:4840 HGNC:29227 HGNC:4922 HGNC:4925 HGNC:4962 HGNC:5013 HGNC:5203 HGNC:5240 HGNC:5345 HGNC:5347 HGNC:5398 HGNC:4054 HGNC:5409 HGNC:5411 HGNC:5412 HGNC:5413 HGNC:5414 HGNC:5440 HGNC:5971 HGNC:6052 HGNC:6083 HGNC:17020 HGNC:6116 HGNC:4053 HGNC:6148 HGNC:6153 HGNC:6174 HGNC:21577 HGNC:29058 HGNC:11811 HGNC:16516 HGNC:6465 HGNC:25595 HGNC:6529 HGNC:6563 HGNC:6603 HGNC:16309 HGNC:15495 HGNC:6605 HGNC:6606 HGNC:6616 HGNC:6692 HGNC:29806 HGNC:14189 HGNC:6710 HGNC:6727 HGNC:6735 HGNC:1968 HGNC:6408 HGNC:16353 HGNC:6848 HGNC:6759 HGNC:6917 HGNC:26183 HGNC:6998 HGNC:7219 HGNC:13371 HGNC:13378 HGNC:7373 HGNC:7406 HGNC:20443 HGNC:14008 HGNC:13880 HGNC:3656 HGNC:736 HGNC:29831 HGNC:30092 HGNC:7637 HGNC:31928 HGNC:7661 HGNC:7698 HGNC:30815 HGNC:25528 HGNC:29872 HGNC:29805 HGNC:7824 HGNC:14374 HGNC:16781 HGNC:7980 HGNC:26442 HGNC:8086 HGNC:8533 HGNC:4537 HGNC:30043 HGNC:17468 HGNC:9279 HGNC:8823 HGNC:8827 HGNC:13411 HGNC:28993 HGNC:30034 HGNC:24942 HGNC:20396 HGNC:9003 HGNC:30026 HGNC:248 HGNC:9106 HGNC:16268 HGNC:9213 HGNC:19388 HGNC:30091 HGNC:9498 HGNC:9581 HGNC:9594 HGNC:9596 HGNC:9636 HGNC:9646 HGNC:9658 HGNC:9666 HGNC:9725 HGNC:9759 HGNC:9765 HGNC:30268 HGNC:9779 HGNC:9840 HGNC:9857 HGNC:29176 HGNC:18958 HGNC:13764 HGNC:669 HGNC:21578 HGNC:23137 HGNC:10477 HGNC:10488 HGNC:10494 HGNC:10528 HGNC:19182 HGNC:10540 HGNC:33504 HGNC:29507 HGNC:10662 HGNC:8941 HGNC:10817 HGNC:30416 HGNC:10825 HGNC:24272 HGNC:15620 HGNC:15928 HGNC:16247 HGNC:15757 HGNC:10902 HGNC:10907 HGNC:11011 HGNC:11017 HGNC:17292 HGNC:11065 HGNC:25082 HGNC:19245 HGNC:11180 HGNC:11249 HGNC:30580 HGNC:11388 HGNC:17847 HGNC:11429 HGNC:11445 HGNC:11453 HGNC:11480 HGNC:17070 HGNC:15584 HGNC:11553 HGNC:17791 HGNC:11581 HGNC:11609 HGNC:11641 HGNC:11647 HGNC:26065 HGNC:11805 HGNC:11820 HGNC:11834 HGNC:11840 HGNC:11848 HGNC:11850 HGNC:23410 HGNC:18021 HGNC:16823 HGNC:26142 HGNC:26489 HGNC:29596 HGNC:11875 HGNC:24099 HGNC:11912 HGNC:11917 HGNC:11925 HGNC:3051 HGNC:23303 HGNC:13410 HGNC:22222 HGNC:20766 HGNC:16952 HGNC:3148 HGNC:12449 HGNC:30600 HGNC:23147 HGNC:12576 HGNC:12646 HGNC:12652 HGNC:29559 HGNC:25608 HGNC:20451 HGNC:13831 HGNC:19221 HGNC:18326 HGNC:14881 HGNC:13008 HGNC:29271"
"human","Blood","CD1C+_A dendritic cell","ADAM8 AGPAT9 AREG C10ORF128 CACNA2D3 CCR6 CD1C CD1D CD1E CD2 CD33 CLEC10A CLEC17A CLEC4A CLIC2 CREB5 ENTPD1 ETS2 FCER1A FCGR2B ITGA5 MBOAT7 NOD2 NR4A2 PEA15 PER1 PID1 PTAFR PTGS1 SLC2A3 SMA","ENSG00000151651 ENSG00000109321 ENSG00000157445 ENSG00000112486 ENSG00000158481 ENSG00000158473 ENSG00000158488 ENSG00000116824 ENSG00000105383 ENSG00000132514 ENSG00000187912 ENSG00000111729 ENSG00000155962 ENSG00000146592 ENSG00000138185 ENSG00000157557 ENSG00000179639 ENSG00000072694 ENSG00000161638 ENSG00000277025 ENSG00000277923 ENSG00000278322 ENSG00000274194 ENSG00000275118 ENSG00000278519 ENSG00000277733 ENSG00000273592 ENSG00000276935 ENSG00000125505 ENSG00000167207 ENSG00000153234 ENSG00000162734 ENSG00000179094 ENSG00000153823 ENSG00000169403 ENSG00000095303 ENSG00000059804","HGNC:215 HGNC:651 HGNC:15460 HGNC:1607 HGNC:1636 HGNC:1637 HGNC:1638 HGNC:1639 HGNC:1659 HGNC:16916 HGNC:34520 HGNC:13257 HGNC:2063 HGNC:16844 HGNC:3363 HGNC:3489 HGNC:3609 HGNC:3618 HGNC:6141 HGNC:15505 HGNC:5331 HGNC:7981 HGNC:8822 HGNC:8845 HGNC:26084 HGNC:9582 HGNC:9604 HGNC:11007"
"human","Blood","CD1C+_B dendritic cell","ADAM15 ANXA1 AOAH ASGR1 BST1 C9ORF89 CD14 CD163 CD1D CD36 CES1 CES1P1 CLEC10A CREB5 CSF3R CSTA DQ575504 EREG F13A1 FCER1A FCN1 FPR1 HBEGF HNMT IL13RA1 IL1B IL1RN IL27RA ITGA5 LAT2 LMNA LOC284454 LYZ MGST1 MICAL2 MNDA MPP7 MTMR11 NAIP NFE2 NLRP12 NLRP3 NOD2 NR4A2 PID1 PLBD1 PTAFR RAB27A RAB3D RETN RNASE2 S100A12 S100A8 S100A9 SLC2A3 SMA TMEM173 TREM1 VCAN","ENSG00000143537 ENSG00000135046 ENSG00000136250 ENSG00000141505 ENSG00000109743 ENSG00000170458 ENSG00000177575 ENSG00000158473 ENSG00000135218 ENSG00000262243 ENSG00000198848 ENSG00000281948 ENSG00000228695 ENSG00000291109 ENSG00000132514 ENSG00000146592 ENSG00000119535 ENSG00000121552 ENSG00000124882 ENSG00000124491 ENSG00000179639 ENSG00000085265 ENSG00000171051 ENSG00000113070 ENSG00000150540 ENSG00000131724 ENSG00000125538 ENSG00000136689 ENSG00000288185 ENSG00000104998 ENSG00000161638 ENSG00000086730 ENSG00000160789 ENSG00000090382 ENSG00000008394 ENSG00000133816 ENSG00000163563 ENSG00000150054 ENSG00000014914 ENSG00000276068 ENSG00000278613 ENSG00000249437 ENSG00000123405 ENSG00000142405 ENSG00000162711 ENSG00000167207 ENSG00000153234 ENSG00000153823 ENSG00000121316 ENSG00000169403 ENSG00000069974 ENSG00000105514 ENSG00000104918 ENSG00000169385 ENSG00000163221 ENSG00000143546 ENSG00000163220 ENSG00000059804 ENSG00000124731 ENSG00000038427","HGNC:193 HGNC:533 HGNC:548 HGNC:742 HGNC:1118 HGNC:1628 HGNC:1631 HGNC:1637 HGNC:1663 HGNC:1863 HGNC:18546 HGNC:16916 HGNC:16844 HGNC:2439 HGNC:2481 HGNC:3443 HGNC:3531 HGNC:3609 HGNC:3623 HGNC:3826 HGNC:3059 HGNC:5028 HGNC:5974 HGNC:5992 HGNC:6000 HGNC:17290 HGNC:6141 HGNC:12749 HGNC:6636 HGNC:6740 HGNC:7061 HGNC:24693 HGNC:7183 HGNC:26542 HGNC:24307 HGNC:7634 HGNC:7780 HGNC:22938 HGNC:16400 HGNC:5331 HGNC:7981 HGNC:26084 HGNC:26215 HGNC:9582 HGNC:9766 HGNC:9779 HGNC:20389 HGNC:10045 HGNC:10489 HGNC:10498 HGNC:10499 HGNC:11007 HGNC:17760 HGNC:2464"
"human","Blood","CD4+ T cell","CCR6 CD3 CD4 CD3D CD3E CD3G CD3H CD3Q CD3Z","ENSG00000112486 ENSG00000010610 ENSG00000167286 ENSG00000160654 ENSG00000198821","HGNC:1607 HGNC:1678 HGNC:1673 HGNC:1674 HGNC:1675 HGNC:1677"
"human","Blood","CD8+ T cell","CD3 CD8 CD56 CD30 CD3D CD3E CD3G CD3H CD3Q CD3Z","ENSG00000153563 ENSG00000149294 ENSG00000120949 ENSG00000167286 ENSG00000160654 ENSG00000198821","HGNC:1706 HGNC:7656 HGNC:11923 HGNC:1673 HGNC:1674 HGNC:1675 HGNC:1677"
"human","Blood","Circulating fetal cell","ACTB ATF4 CD33 CD68 CD9 CDC42_1 CLDN6 COL1A2 CRABP1 CRIP1 CRYL1 CTNNB1 DLX5 EN1 F11R FIGD FOXA2 GATA5 HAMP HMGA1 IL7R JUN JUNB KCNQ4 MCAM MMP9 NCAM1 OLIG2 PBLD PDGFC PF4 PUM2 SELE SELPLG SMAD3 SMC3 SOX13 TCF3 TNC F3 MMP14","ENSG00000075624 ENSG00000128272 ENSG00000105383 ENSG00000129226 ENSG00000010278 ENSG00000184697 ENSG00000164692 ENSG00000166426 ENSG00000213145 ENSG00000165475 ENSG00000168036 ENSG00000105880 ENSG00000163064 ENSG00000158769 ENSG00000125798 ENSG00000130700 ENSG00000105697 ENSG00000137309 ENSG00000168685 ENSG00000177606 ENSG00000171223 ENSG00000117013 ENSG00000076706 ENSG00000100985 ENSG00000149294 ENSG00000205927 ENSG00000108187 ENSG00000145431 ENSG00000163737 ENSG00000055917 ENSG00000007908 ENSG00000110876 ENSG00000166949 ENSG00000108055 ENSG00000143842 ENSG00000071564 ENSG00000041982 ENSG00000117525 ENSG00000157227","HGNC:132 HGNC:786 HGNC:1659 HGNC:1693 HGNC:1709 HGNC:2048 HGNC:2198 HGNC:2338 HGNC:2360 HGNC:18246 HGNC:2514 HGNC:2918 HGNC:3342 HGNC:14685 HGNC:5022 HGNC:15802 HGNC:15598 HGNC:5010 HGNC:6024 HGNC:6204 HGNC:6205 HGNC:6298 HGNC:6934 HGNC:7176 HGNC:7656 HGNC:9398 HGNC:23301 HGNC:8801 HGNC:8861 HGNC:14958 HGNC:10718 HGNC:10722 HGNC:6769 HGNC:2468 HGNC:11192 HGNC:11633 HGNC:5318 HGNC:3541 HGNC:7160"
"human","Blood","Circulating progenitor cell","ALDH CD133 CD34","ENSG00000007062 ENSG00000174059","HGNC:9454 HGNC:1662"
"human","Blood","Classical monocyte","CD14 CD16","ENSG00000170458 ENSG00000203747 ENSG00000162747","HGNC:1628 HGNC:3619 HGNC:3620"
"human","Blood","Cytokine induced killer cell","CD3 CD56 CD3D CD3E CD3G CD3H CD3Q CD3Z","ENSG00000149294 ENSG00000167286 ENSG00000160654 ENSG00000198821","HGNC:7656 HGNC:1673 HGNC:1674 HGNC:1675 HGNC:1677"
"human","Blood","Cytotoxic T cell","CD11b CD8","ENSG00000169896 ENSG00000153563","HGNC:6149 HGNC:1706"
"human","Blood","Decidual cell","DEC1","",""
"human","Blood","Dendritic cell","CLEC9A CD83","ENSG00000197992 ENSG00000112149","HGNC:26705 HGNC:1703"
"human","Blood","Early hematopoietic cell","AC133","ENSG00000007062","HGNC:9454"
"human","Blood","Effector CD4+ memory T (Tem) cell","CCR7 CD45RA","ENSG00000126353","HGNC:1608"
"human","Blood","Endothelial cell","CD146 CD45 Raftlin","ENSG00000076706 ENSG00000262418 ENSG00000081237","HGNC:6934 HGNC:9666"
"human","Blood","Endothelial progenitor cell","CD133 CD34 CD45 EGFR2 KDR","ENSG00000007062 ENSG00000174059 ENSG00000262418 ENSG00000081237 ENSG00000128052","HGNC:9454 HGNC:1662 HGNC:9666 HGNC:6307"
"human","Blood","Eosinophil","CD25 CD44 CD66e IL-3 receptor alpha subunit CD114 CD116 CD123 CD124 CD125 CD126 CD11b CD48 CD54 CD69 CD81 HLA-DR","ENSG00000134460 ENSG00000026508 ENSG00000105388 ENSG00000119535 ENSG00000198223 ENSG00000185291 ENSG00000077238 ENSG00000091181 ENSG00000160712 ENSG00000169896 ENSG00000117091 ENSG00000090339 ENSG00000110848 ENSG00000110651","HGNC:6008 HGNC:1681 HGNC:1817 HGNC:2439 HGNC:2435 HGNC:6012 HGNC:6015 HGNC:6017 HGNC:6019 HGNC:6149 HGNC:1683 HGNC:5344 HGNC:1694 HGNC:1701"
"human","Blood","Epithelial cell","Cytokeratin-19","",""
"human","Blood","Erythroblast","CD71","ENSG00000072274","HGNC:11763"
"human","Blood","FOXP3+ natural regulatory T (Treg) cell","CD25 CD6 CD4","ENSG00000134460 ENSG00000013725 ENSG00000010610","HGNC:6008 HGNC:1691 HGNC:1678"
"human","Blood","Granulocyte","CD66b","ENSG00000124469","HGNC:1820"
"human","Blood","Hematopoietic stem cell","ABCG2 ALDH1A1 BMI1 CD105 CD106 CD117 CD133 CD150 CD244 CD34 CD38 CD44 CD45 CD45.1 CD45.2 CD48 CD49f CD90 CD93 CDCP1 CXCR4 EPCR Erythropoietin receptor ESAM EVI1 FLK1 FLK2 FLT3 GATA2 GFI1 MCL1 MYB PLZF Podocalyxin Prominin 2 PTEN SCA-1 SPI1 Spi-B STAT5a STAT5b","ENSG00000118777 ENSG00000165092 ENSG00000168283 ENSG00000106991 ENSG00000162692 ENSG00000157404 ENSG00000007062 ENSG00000117090 ENSG00000122223 ENSG00000174059 ENSG00000004468 ENSG00000026508 ENSG00000262418 ENSG00000081237 ENSG00000117091 ENSG00000091409 ENSG00000154096 ENSG00000125810 ENSG00000163814 ENSG00000121966 ENSG00000101000 ENSG00000149564 ENSG00000128052 ENSG00000122025 ENSG00000179348 ENSG00000162676 ENSG00000143384 ENSG00000118513 ENSG00000284792 ENSG00000171862 ENSG00000066336","HGNC:74 HGNC:402 HGNC:1066 HGNC:3349 HGNC:12663 HGNC:6342 HGNC:9454 HGNC:10903 HGNC:18171 HGNC:1662 HGNC:1667 HGNC:1681 HGNC:9666 HGNC:1683 HGNC:6142 HGNC:11801 HGNC:15855 HGNC:24357 HGNC:2561 HGNC:9452 HGNC:17474 HGNC:6307 HGNC:3765 HGNC:4171 HGNC:4237 HGNC:6943 HGNC:7545 HGNC:9588 HGNC:11241"
"human","Blood","Immature transitional B cell","CD19 CD24 CD38","ENSG00000177455 ENSG00000272398 ENSG00000004468","HGNC:1633 HGNC:1645 HGNC:1667"
"human","Blood","Intermediate monocyte","CD14 CD16","ENSG00000170458 ENSG00000203747 ENSG00000162747","HGNC:1628 HGNC:3619 HGNC:3620"
"human","Blood","Leukocyte","CD42b CD45 CD16 CD20 CD3 CD38 CD3D CD3E CD3G CD3H CD3Q CD3Z","ENSG00000185245 ENSG00000262418 ENSG00000081237 ENSG00000203747 ENSG00000162747 ENSG00000156738 ENSG00000004468 ENSG00000167286 ENSG00000160654 ENSG00000198821","HGNC:4439 HGNC:9666 HGNC:3619 HGNC:3620 HGNC:7315 HGNC:1667 HGNC:1673 HGNC:1674 HGNC:1675 HGNC:1677"
"human","Blood","Lymphocyte","Annexin V CX3CR1","ENSG00000168329","HGNC:2558"
"human","Blood","Lymphoid cell","CD56 Granzyme B TIA1","ENSG00000149294 ENSG00000116001","HGNC:7656 HGNC:11802"
"human","Blood","Mature endothelial cell","CD34","ENSG00000174059","HGNC:1662"
"human","Blood","Megakaryocyte","CD14 CD15 CD33","ENSG00000170458 ENSG00000196371 ENSG00000105383","HGNC:1628 HGNC:4015 HGNC:1659"
"human","Blood","Memory B cell","CD19 CD27","ENSG00000177455 ENSG00000139193","HGNC:1633 HGNC:11922"
"human","Blood","Monocyte","CD14 CD162 CD242 CD244 COX2 Myeloperoxidase CR3 HLA-DR CD163 EMMPRIN","ENSG00000170458 ENSG00000110876 ENSG00000105371 ENSG00000122223 ENSG00000177575 ENSG00000172270","HGNC:1628 HGNC:10722 HGNC:5347 HGNC:18171 HGNC:1631 HGNC:1116"
